

t-test ADJ vs. ADV
4	-2.89	0.00499
5	-5.48	0.0
6	-4.07	0.00011
7	-2.68	0.00895
8	-4.87	1e-05
9	-1.34	0.18336
10	-1.62	0.10998
11	-5.73	0.0


t-test PRON vs. AUX
0	-2.03	0.04616
1	-0.12	0.90292
2	-3.64	0.00056
3	-1.56	0.12406
4	-0.04	0.97139
5	-1.16	0.25145
6	-0.04	0.96779
7	-1.07	0.2893
8	-2.34	0.02171
9	0.11	0.91278
10	-0.84	0.40285
11	-2.15	0.03478


t-test PRON vs. DET
0	9.4	0.0
1	-0.19	0.84986
2	-3.92	0.00019
3	-4.77	1e-05
4	1.45	0.15065
5	4.17	8e-05
6	3.48	0.00084
7	2.86	0.00555
8	2.53	0.01327
9	4.76	1e-05
10	1.49	0.14127
11	2.73	0.00789


t-test PRON vs. PROPN
0	-5.15	0.0
1	8.14	0.0
2	-0.63	0.53291
3	-0.85	0.39745
4	5.06	0.0
5	4.7	1e-05
6	4.3	5e-05
7	6.4	0.0
8	1.12	0.26704
9	-1.43	0.15806
10	-4.24	6e-05
11	-7.46	0.0


t-test VERB vs. AUX
0	6.55	0.0
1	-3.78	0.00032
2	-2.48	0.016
3	-0.28	0.77883
4	2.24	0.02906
5	2.84	0.00607
6	3.53	0.00072
7	0.69	0.49052
8	1.74	0.0858
9	1.52	0.13201
10	0.79	0.43413
11	2.52	0.0142


t-test VERB vs. DET
0	15.51	0.0
1	-4.85	1e-05
2	-2.3	0.02437
3	-3.27	0.0016
4	4.66	1e-05
5	10.83	0.0
6	7.74	0.0
7	6.18	0.0
8	7.89	0.0
9	7.77	0.0
10	3.82	0.00026
11	9.45	0.0


t-test VERB vs. PROPN
0	3.38	0.00113
1	4.36	4e-05
2	0.8	0.42633
3	0.26	0.7974
4	8.45	0.0
5	11.28	0.0
6	8.32	0.0
7	10.32	0.0
8	5.8	0.0
9	-0.35	0.72851
10	-3.35	0.00139
11	-3.94	0.00023


t-test AUX vs. DET
0	9.27	0.0
1	-0.03	0.97378
2	0.87	0.38843
3	-2.36	0.02098
4	1.2	0.23347
5	4.26	8e-05
6	2.99	0.00386
7	2.94	0.00487
8	4.63	2e-05
9	4.86	1e-05
10	2.65	0.00993
11	4.58	2e-05


t-test AUX vs. PROPN
0	-2.96	0.00411
1	7.42	0.0
2	2.86	0.00556
3	0.45	0.65698
4	4.17	9e-05
5	4.65	2e-05
6	3.74	0.00037
7	5.03	1e-05
8	3.25	0.00172
9	-1.57	0.12138
10	-3.75	0.00037
11	-5.27	0.0


t-test DET vs. PROPN
0	-11.55	0.0
1	9.34	0.0
2	2.72	0.0083
3	2.54	0.01351
4	3.82	0.00026
5	0.67	0.50265
6	1.11	0.27247
7	4.18	8e-05
8	-1.23	0.22161
9	-6.04	0.0
10	-5.93	0.0
11	-9.6	0.0



============================================


 And now conflating all layers:

t-test ADJ vs. ADV
-0.64	0.5252755186590988

t-test ADJ vs. NOUN
-13.74	1.8429200950085892e-42

t-test ADJ vs. PRON
-4.88	1.0618380326170373e-06

t-test ADJ vs. VERB
-22.42	5.37444179414743e-108

t-test ADJ vs. AUX
-14.77	1.0198737489540908e-48

t-test ADJ vs. DET
2.89	0.0038470181285137814

t-test ADJ vs. PROPN
3.4	0.0006696781761504674

t-test ADV vs. NOUN
-11.36	1.5950355588357366e-29

t-test ADV vs. PRON
-3.69	0.0002231757665689573

t-test ADV vs. VERB
-19.13	8.429562625907288e-79

t-test ADV vs. AUX
-12.58	8.755432724157338e-36

t-test ADV vs. DET
3.24	0.0011913964738037466

t-test ADV vs. PROPN
3.71	0.00021291289083130474

t-test NOUN vs. PRON
9.11	1.0651660431930579e-19

t-test NOUN vs. VERB
-10.69	1.6111361188016218e-26

t-test NOUN vs. AUX
-2.6	0.009353036746320566

t-test NOUN vs. DET
19.0	4.96609352898907e-79

t-test NOUN vs. PROPN
16.96	5.74041519208878e-63

t-test PRON vs. VERB
-18.51	5.104539663219906e-75

t-test PRON vs. AUX
-10.58	5.48599719902256e-26

t-test PRON vs. DET
8.53	1.7558562267247704e-17

t-test PRON vs. PROPN
8.27	1.5964537189659071e-16

t-test VERB vs. AUX
6.98	3.244105049083846e-12

t-test VERB vs. DET
28.52	1.5467960529328508e-171

t-test VERB vs. PROPN
25.2	2.4728239104568026e-133

t-test AUX vs. DET
19.4	7.001972219411345e-82

t-test AUX vs. PROPN
17.74	1.054044652064085e-68

t-test DET vs. PROPN
0.95	0.3432740024884088
